marker_name,linkage_group,cM,IR64xAzu_140,IR64xAzu_261,IR64xAzu_267,IR64xAzu_266,IR64xAzu_145,IR64xAzu_139,IR64xAzu_258,IR64xAzu_136,IR64xAzu_153,IR64xAzu_151,IR64xAzu_272,IR64xAzu_271,IR64xAzu_278,IR64xAzu_276,IR64xAzu_154,IR64xAzu_270,IR64xAzu_148,IR64xAzu_147,IR64xAzu_285,IR64xAzu_164,IR64xAzu_284,IR64xAzu_162,IR64xAzu_161,IR64xAzu_282,IR64xAzu_165,IR64xAzu_286,IR64xAzu_9,IR64xAzu_8,IR64xAzu_159,IR64xAzu_158,IR64xAzu_175,IR64xAzu_295,IR64xAzu_174,IR64xAzu_172,IR64xAzu_293,IR64xAzu_2,IR64xAzu_169,IR64xAzu_186,IR64xAzu_183,IR64,IR64xAzu_188,IR64xAzu_187,IR64xAzu_196,IR64xAzu_199,IR64xAzu_198,IR64xAzu_193,IR64xAzu_191,IR64xAzu_300,IR64xAzu_303,IR64xAzu_308,IR64xAzu_307,IR64xAzu_306,IR64xAzu_305,IR64xAzu_201,IR64xAzu_320,IR64xAzu_19,IR64xAzu_16,IR64xAzu_315,IR64xAzu_13,IR64xAzu_319,IR64xAzu_317,IR64xAzu_212,IR64xAzu_331,IR64xAzu_330,IR64xAzu_205,IR64xAzu_326,IR64xAzu_204,IR64xAzu_325,IR64xAzu_324,IR64xAzu_208,IR64xAzu_207,IR64xAzu_206,IR64xAzu_102,IR64xAzu_222,IR64xAzu_100,IR64xAzu_220,IR64xAzu_336,IR64xAzu_215,IR64xAzu_214,IR64xAzu_213,IR64xAzu_219,IR64xAzu_339,IR64xAzu_218,IR64xAzu_217,IR64xAzu_350,IR64xAzu_355,IR64xAzu_233,IR64xAzu_112,IR64xAzu_111,IR64xAzu_348,IR64xAzu_106,IR64xAzu_227,IR64xAzu_346,IR64xAzu_225,IR64xAzu_109,IR64xAzu_228,IR64xAzu_107,IR64xAzu_120,IR64xAzu_241,IR64xAzu_240,IR64xAzu_124,IR64xAzu_245,IR64xAzu_123,IR64xAzu_244,IR64xAzu_122,IR64xAzu_121,IR64xAzu_363,IR64xAzu_238,IR64xAzu_116,IR64xAzu_236,IR64xAzu_115,IR64xAzu_235,IR64xAzu_239,IR64xAzu_131,IR64xAzu_252,IR64xAzu_130,IR64xAzu_372,IR64xAzu_377,IR64xAzu_135,IR64xAzu_374,IR64xAzu_128,IR64xAzu_249,IR64xAzu_246,IR64xAzu_125,IR64xAzu_72,IR64xAzu_70,IR64xAzu_77,IR64xAzu_78,IR64xAzu_75,IR64xAzu_76,IR64xAzu_74,IR64xAzu_60,IR64xAzu_67,IR64xAzu_65,IR64xAzu_62,IR64xAzu_63,IR64xAzu_93,IR64xAzu_92,IR64xAzu_97,IR64xAzu_98,IR64xAzu_96,IR64xAzu_83,IR64xAzu_80,IR64xAzu_81,IR64xAzu_88,IR64xAzu_89,IR64xAzu_86,Azucena,IR64xAzu_39,IR64xAzu_37,IR64xAzu_35,IR64xAzu_36,IR64xAzu_33,IR64xAzu_34,IR64xAzu_31,IR64xAzu_32,IR64xAzu_28,IR64xAzu_29,IR64xAzu_26,IR64xAzu_24,IR64xAzu_22,IR64xAzu_23,IR64xAzu_21,IR64xAzu_50,IR64xAzu_58,IR64xAzu_55,IR64xAzu_56,IR64xAzu_53,IR64xAzu_54,IR64xAzu_51,IR64xAzu_48,IR64xAzu_45,IR64xAzu_43
S3_33933731,5,20.1277304735047,A,B,A,A,A,B,B,B,A,A,A,B,B,B,B,-,A,B,A,B,A,A,A,A,A,B,B,B,B,X,A,X,A,B,B,A,A,B,A,A,B,X,B,A,A,A,B,B,B,A,B,A,B,X,-,B,B,B,B,A,A,A,X,B,A,B,A,A,B,A,A,A,A,A,B,A,A,B,B,A,B,A,B,A,A,-,A,A,B,B,A,B,B,A,B,B,B,A,A,B,A,B,B,A,-,A,B,A,A,B,B,A,A,B,A,B,A,B,A,B,B,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,A,B,B,B,B,A,B,A,B,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,A,B
S3_33418081,5,23.4399139769958,-,B,A,A,A,B,B,B,A,B,A,B,B,B,B,B,A,B,A,-,A,A,B,A,A,B,B,-,B,A,A,A,A,A,B,A,A,B,A,A,B,X,-,A,A,A,B,B,B,B,B,A,B,B,A,B,B,B,B,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,B,A,A,A,B,-,B,X,B,A,A,A,B,A,A,B,A,B,B,A,B,B,-,A,B,B,A,B,B,A,A,A,B,A,A,B,B,A,A,B,A,B,A,B,A,B,-,B,B,A,B,B,X,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,B,B,B,A,B,A,B,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,B,-,A,B
S3_32777772,5,30.5828787204617,A,B,-,A,A,B,B,B,A,B,B,B,B,B,A,B,A,B,A,B,A,A,B,A,A,B,B,B,B,A,A,X,A,A,X,A,A,B,A,A,B,X,B,A,A,A,B,B,A,B,B,X,B,B,A,B,B,B,B,A,B,B,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,A,A,B,A,A,B,A,B,B,A,A,B,B,A,B,B,A,B,A,A,A,A,A,A,B,-,A,A,A,B,A,B,A,B,A,B,-,X,B,-,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B,-,A,B,B,B,B,B,A,B,B,B,A,A,A,B,A,A,A,A,B,A,B,A,B,B,B,A,A,B
S4_5178814,6,0,B,A,B,A,A,B,B,B,X,B,A,A,B,B,A,A,B,A,B,A,B,B,B,B,A,B,A,B,A,-,A,B,A,A,X,B,A,B,B,A,-,A,B,A,A,B,B,B,A,B,B,B,B,B,A,B,B,B,-,A,B,A,X,B,B,B,A,A,B,A,B,X,B,B,B,A,A,A,A,A,B,A,B,B,A,A,B,A,B,B,-,A,B,B,B,A,X,B,A,A,A,B,A,A,A,B,X,B,B,B,A,B,B,B,A,A,B,B,A,B,B,X,B,B,B,A,A,B,B,A,B,B,B,A,A,B,B,B,A,A,B,A,A,-,A,A,B,B,B,B,A,A,A,A,B,A,B,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,A
S4_4732379,6,2.62425816065415,B,A,B,A,A,A,B,B,X,B,A,A,B,B,A,A,B,A,B,A,B,B,B,B,-,B,A,B,A,A,A,B,A,A,B,B,A,B,B,A,A,A,B,X,A,B,B,B,A,B,B,B,B,B,A,B,B,B,B,A,B,A,B,B,B,B,A,A,B,A,B,X,B,B,B,A,A,A,A,A,B,A,B,B,A,A,X,A,B,X,-,A,B,B,B,A,X,B,A,A,A,B,A,A,A,B,B,B,B,B,A,A,B,B,A,A,B,B,A,B,B,A,B,B,B,B,A,B,B,A,B,B,B,A,A,B,B,X,A,A,B,X,A,B,A,A,B,B,B,B,A,A,A,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,-,B,A
S4_3766744,6,4.96977892971441,-,A,-,A,A,A,B,B,X,B,A,A,B,B,A,A,B,A,B,A,B,-,B,B,A,B,A,-,B,A,B,B,A,A,A,B,A,B,B,A,-,A,B,A,A,B,B,B,A,B,B,B,B,B,A,B,-,B,B,A,B,A,B,B,B,B,A,A,B,A,B,X,B,B,B,A,A,A,A,A,B,A,-,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,A,A,A,B,A,A,A,B,B,B,B,B,A,A,B,B,A,A,B,B,A,B,B,A,B,B,B,B,A,B,B,A,B,-,B,A,A,B,B,B,A,A,B,A,A,B,A,X,B,B,B,B,A,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,A,A,A,B,A
S4_3766749,6,4.96977892971441,-,A,-,A,A,A,B,B,X,B,A,A,B,B,A,A,B,A,B,A,B,-,B,B,A,B,A,-,B,A,B,B,A,A,A,B,A,B,B,A,-,A,B,A,A,B,B,B,A,B,B,B,B,B,A,B,-,B,B,A,B,A,B,B,B,B,A,A,B,A,B,X,B,B,B,A,A,A,A,A,B,A,-,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,A,A,A,B,A,A,A,B,B,B,B,B,A,A,B,B,A,A,B,B,A,B,B,A,B,B,B,B,A,B,B,A,B,-,B,A,A,B,B,B,A,A,B,A,A,B,A,X,B,B,B,B,A,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,A,A,A,B,A
S4_3767248,6,5.25879948974131,B,A,B,A,A,A,B,B,X,B,A,A,B,B,A,A,B,A,B,A,B,B,B,B,-,B,A,B,B,A,B,B,A,A,X,B,A,B,B,A,-,A,B,A,A,B,B,B,A,B,B,B,B,B,A,B,B,B,B,A,B,A,B,B,B,B,A,A,B,A,-,X,-,B,B,A,A,A,A,A,B,A,B,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,A,A,A,B,A,A,A,B,B,B,B,X,A,A,B,B,A,A,B,B,A,X,-,A,B,B,B,B,A,B,B,A,B,B,B,A,A,B,B,B,A,A,X,A,A,B,A,A,B,B,B,B,A,A,A,A,B,B,A,B,B,B,B,A,A,A,B,A,-,B,A,A,A,B,A
S4_359671,6,16.9937656812384,B,A,B,A,A,A,B,B,X,B,A,A,B,A,A,A,B,A,B,A,A,B,B,B,A,X,A,B,A,A,B,B,B,A,X,B,A,B,-,A,B,A,B,A,A,B,B,B,B,B,B,A,A,B,A,B,B,B,B,A,B,A,A,B,A,B,A,A,B,A,A,X,B,A,B,A,A,B,A,B,B,A,B,B,-,A,B,A,B,B,B,A,B,B,B,A,X,B,A,A,A,A,A,B,A,A,B,B,B,B,-,A,B,A,B,-,X,B,A,B,B,A,B,B,B,B,A,B,B,B,B,B,B,A,A,A,A,B,B,A,B,A,A,B,A,A,B,B,B,B,-,X,A,B,B,B,A,X,B,B,A,A,B,B,B,A,B,X,A,B,A,B,A
S4_15723920,7,0,B,X,X,A,X,A,B,X,X,-,X,X,B,X,X,-,X,X,X,A,X,X,X,X,A,B,X,A,A,B,X,A,X,X,X,X,X,X,X,A,A,X,A,X,X,X,X,X,X,B,X,A,B,X,A,B,A,X,X,-,X,B,B,X,X,A,X,X,B,X,X,B,X,A,B,X,X,X,X,X,X,A,X,X,X,X,A,X,X,B,B,A,X,A,X,A,-,X,-,X,X,X,-,X,X,X,X,B,X,B,B,B,-,X,B,A,X,X,X,X,X,A,X,X,X,B,X,X,A,X,X,B,X,B,X,A,X,B,X,X,X,A,X,X,B,B,X,B,X,X,A,X,X,X,X,X,X,X,A,A,B,A,B,A,A,A,X,X,X,A,X,B,X
S4_35337250,8,0,A,B,B,B,-,A,B,B,A,A,B,X,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,X,A,B,A,B,A,B,B,B,A,A,-,B,A,A,B,A,A,B,A,A,B,B,A,B,B,A,A,A,B,X,A,B,B,A,A,A,B,B,B,X,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,A,B,B,X,A,B,B,B,A,B,A,B,B,B,A,B,B,B,B,X,A,A,B,A,A,A,B,A,A,B,B,B,A,A,X,B,B,A,B,A,A,B,B,A,B,B,B,A,-,A,B,A,B,B,A,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A
S4_35337258,8,0,A,B,B,B,-,A,B,B,A,A,B,X,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,X,A,B,A,B,A,B,B,B,A,A,-,B,A,A,B,A,A,B,A,A,B,B,A,B,B,A,A,A,B,X,A,B,B,A,A,A,B,B,B,X,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,A,B,B,X,A,B,B,B,A,B,A,B,B,B,A,B,B,B,B,X,A,A,B,A,A,A,B,A,A,B,B,B,A,A,X,B,B,A,B,A,A,B,B,A,B,B,B,A,-,A,B,A,B,B,A,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A
S4_35267614,8,2.51569572909694,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,X,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,B,A,B,B,B,A,A,X,B,A,-,B,A,A,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,B,B,B,X,B,B,A,A,X,B,B,A,A,-,A,B,B,A,B,A,B,B,B,X,A,B,B,A,B,A,B,B,B,A,X,B,B,A,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,A,B,B,X,A,B,A,-,A,X,B,A,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A
S4_35176636,8,3.49848123446914,A,B,B,B,B,A,B,B,A,A,X,A,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,-,A,-,A,B,B,B,A,A,A,B,A,A,B,A,A,B,A,A,B,B,A,B,B,-,A,A,B,B,A,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,B,A,B,-,A,B,B,A,B,B,B,A,B,A,B,A,B,B,A,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A
S4_35281178,8,3.49848123446914,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,X,A,A,A,-,A,B,B,A,A,A,B,A,A,B,A,B,A,B,B,B,A,A,A,B,-,-,B,A,A,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,B,B,B,X,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,A,-,-,B,A,B,B,A,A,B,B,B,B,A,A,B,B,B,X,B,A,A,B,A
S4_34962802,8,4.44796243609956,A,B,B,B,A,A,B,B,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,X,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,B,A,B,B,-,A,A,A,B,A,A,A,A,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,B,X,-,B,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,X,-,B,B,A,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,B,A,B,A,A,-,B,A,B,B,B,A,-,A,-,A,B,-,A,A,B,B,B,B,-,A,B,B,B,A,X,A,A,B,A
S4_34975429,8,5.77775565484564,-,B,B,B,A,A,B,B,A,A,B,X,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,-,A,B,A,X,A,X,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,B,X,B,B,B,A,A,A,B,A,A,A,A,X,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,B,B,-,B,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,A,B,A,X,A,X,A,A,A,B,B,-,B,A,A,B,B,B,A,B,A,A,B,A
S4_34591694,8,7.57726125368904,A,B,B,B,A,A,B,B,A,A,B,A,A,B,A,B,B,A,B,-,A,A,A,B,B,-,A,A,A,A,B,A,B,A,X,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,B,A,B,B,B,A,A,A,B,A,A,A,A,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,A,B,B,B,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,B,B,B,B,A,A,B,B,-,B,A,B,B,B,A,B,B,-,-,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,X,A,B,A,A,B,B,B,B,B,B,A,B,X,B,A,B,A,A,A,B,B,A,B,A,A,B,B,B,A,B,A,A,B,A
S4_34640206,8,7.98189436421448,A,B,B,B,A,A,B,B,A,A,X,A,A,B,A,B,B,A,B,A,A,A,A,B,-,-,A,-,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,X,B,A,A,B,A,B,A,B,B,B,A,A,A,B,A,A,A,X,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,A,B,B,B,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,X,A,A,A,B,A,A,A,B,A,A,-,B,B,A,A,X,B,B,A,B,A,A,B,B,B,B,B,B,A,B,X,B,A,B,A,A,A,B,B,-,B,A,A,B,B,B,A,B,A,A,B,A
S4_34639734,8,8.79121359200955,A,B,-,B,A,A,B,B,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,-,B,A,B,A,A,A,A,A,B,A,-,B,A,A,A,B,A,A,-,A,B,A,B,B,B,A,A,A,B,A,A,A,A,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,-,A,A,B,-,B,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,-,A,A,A,X,A,A,B,B,X,A,A,A,B,B,A,B,A,A,B,B,B,B,B,B,A,-,A,B,A,B,A,A,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A
S4_34673629,8,8.79121359200955,-,B,B,B,A,A,B,B,A,A,B,A,A,B,A,B,B,A,-,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,B,A,B,B,B,A,A,A,B,A,A,A,A,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,A,B,B,B,-,B,A,A,A,B,B,A,A,A,A,B,B,A,B,B,B,B,-,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,B,A,-,A,B,A,A,-,B,B,A,A,A,B,B,A,B,A,A,B,B,B,B,B,B,A,-,A,-,A,B,A,A,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A
S4_34351327,8,9.76536280534414,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,B,B,A,B,-,A,A,A,B,-,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,B,B,A,A,B,B,-,A,X,B,A,A,A,A,B,-,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,A,B,B,X,B,X,A,A,A,B,B,A,A,A,A,B,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B,-,A,B,B,B,B,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B,B,B,B,A,B,A,B,A,B,A,A,-,B,B,-,B,A,A,B,B,B,A,B,A,-,B,A
S4_34314696,8,10.0778668744499,A,B,B,B,B,A,A,B,A,A,-,A,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,-,B,A,A,A,B,A,A,B,B,B,A,A,B,B,A,A,A,B,A,A,A,A,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,A,A,B,B,B,B,B,A,A,A,B,B,A,A,A,A,B,B,A,B,B,B,B,B,A,A,B,B,-,B,A,-,B,-,A,B,B,B,B,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B,B,B,B,A,B,A,B,A,B,A,A,A,B,B,A,B,A,A,B,B,B,A,B,A,A,B,A
S4_33881790,8,13.3081601614501,A,B,B,A,A,A,A,B,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,B,B,A,A,B,B,A,A,X,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,A,A,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,A,X,B,B,A,A,A,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,-,A,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,A,A,A,B,X,B,B,B,B,-,A,B,A,B,A,A,A,B,B,A,B,B,A,B,B,-,A,B,A,A,B,A
S4_33685336,8,15.0870031322836,A,B,B,A,A,A,A,A,A,A,B,A,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,B,B,B,A,A,B,B,A,A,A,B,A,A,A,X,X,B,A,A,B,B,A,A,B,A,A,A,B,B,A,A,B,A,A,A,A,B,B,-,B,B,A,A,-,B,B,X,A,-,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B,-,A,B,B,B,X,X,A,A,B,A,A,A,B,A,B,B,B,B,A,A,-,B,B,A,X,A,A,A,B,-,B,B,B,A,-,A,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,B,A,A,B,A
S4_33314952,8,20.6760934492203,A,B,A,A,A,B,A,A,A,A,B,A,A,X,A,B,A,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,B,X,A,A,A,B,A,B,B,A,A,A,A,A,A,B,B,B,B,A,-,B,A,A,A,B,A,A,A,X,B,B,A,A,B,B,A,A,B,A,A,B,B,B,A,A,B,B,A,B,A,B,B,X,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,B,B,A,-,B,B,B,A,X,A,-,-,A,A,B,A,X,B,B,B,A,-,A,B,B,A,B,A,A,A,B,B,B,B,A,A,-,A,B,A,X,A,X,A,B,B,B,B,B,A,B,-,B,A,B,A,A,B,A
S4_33401477,8,22.1215827214409,A,B,A,A,A,B,A,A,A,X,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,X,A,A,A,A,B,-,B,B,X,A,A,A,B,A,-,B,A,A,A,A,A,A,B,B,B,B,A,B,B,A,A,A,B,A,-,A,X,B,B,A,A,B,B,A,A,B,A,A,B,B,B,A,A,B,B,A,X,A,B,B,X,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,-,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,X,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,A,B,A,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A
S4_33401593,8,23.451375940187,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,B,-,A,A,A,B,B,X,A,A,A,A,B,A,B,B,X,A,A,A,B,A,B,B,A,A,A,A,A,A,B,B,B,B,A,B,B,X,A,A,B,-,A,-,A,B,B,A,A,B,B,A,A,B,A,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,B,X,A,A,B,A,B,B,B,B,A,A,X,B,B,A,B,A,A,A,B,B,B,B,A,A,B,A,X,A,B,A,B,A,-,B,-,B,-,A,B,B,B,A,B,A,A,B,A
S4_33338087,8,24.0294363757084,-,B,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,-,A,A,A,A,B,A,B,B,A,A,A,A,B,A,-,B,A,A,A,A,A,A,B,B,B,B,A,B,B,-,A,A,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,-,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,X,A,B,B,-,A,B,A,B,B,B,B,A,A,A,B,B,A,X,A,-,A,B,B,B,B,A,A,B,A,B,A,B,A,B,X,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A
S4_33418596,8,24.4037025300142,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,B,-,B,B,A,B,B,A,-,A,B,A,A,A,X,B,B,A,A,B,B,A,A,B,A,X,B,B,B,A,A,A,B,A,B,A,B,B,-,A,B,A,A,A,B,B,A,A,A,A,A,X,A,-,B,B,A,B,A,A,B,B,B,B,A,B,B,-,X,B,B,B,B,A,A,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,A,A,-,B,B,B,B,A,A,B,A,B,A,B,A,B,-,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A
S4_33186061,8,24.8915938277377,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,B,X,A,A,A,B,A,-,B,A,A,A,A,A,A,B,B,B,B,A,B,B,A,-,A,B,A,A,A,X,B,B,A,-,B,B,A,A,B,-,A,-,B,B,-,A,B,B,A,B,A,B,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,X,B,A,A,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,-,A,B,A,B,A,B,X,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A
S4_33204663,8,25.2962269382631,A,B,A,A,A,B,A,A,A,A,X,A,A,B,A,B,A,A,B,-,A,A,A,B,B,A,A,A,-,A,B,A,B,B,A,A,A,A,X,A,B,B,A,A,A,A,A,A,B,-,-,B,A,B,B,A,-,A,B,A,A,A,X,B,B,A,A,B,B,A,A,B,A,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,B,B,A,A,B,A,B,B,B,X,A,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,A,B,A,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A
S4_33399892,8,25.4696380381795,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A,B,-,A,-,A,A,A,B,A,-,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,B,B,B,B,A,B,B,A,-,A,B,A,A,A,X,B,B,A,A,B,B,A,A,B,A,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,B,B,A,A,B,A,B,-,B,B,A,A,A,B,X,A,B,A,A,A,B,B,B,B,-,A,-,A,-,A,B,A,B,A,B,B,B,X,B,A,B,B,B,A,B,A,A,B,A
